feature_0,feature_1,target
-3.654627936999808,-4.415150390277706,1
-5.408249884078038,-5.879876719605696,1
-2.4388804943329467,5.857246482985011,0
-2.580417285823117,5.868729366407117,0
-4.154903080741702,6.557904013084549,0
-3.1812770623798405,-6.843179293845711,1
-5.527312418979097,-7.170023906117065,1
-3.513905030283127,-6.121564681681099,1
-2.7801398668543773,-6.822624386503753,1
-3.9100023449685164,7.509112986008077,0
-0.8986063803534399,-6.849125679963014,1
-4.399827219956936,6.886612116558494,0
-4.599316693042485,-6.170583577967241,1
-4.1821663663291755,-7.116554529706722,1
-4.134498527930589,4.83216909395563,0
-2.640113350678758,7.450741997444174,0
-4.681652683913926,7.848371594244889,0
-4.07292331136977,7.578423979943568,0
-3.4911781992724387,6.0024996417355805,0
-2.993863029395143,5.231406062722267,0
-2.6878541538531917,6.524285258157403,0
-5.534653381933792,-5.314813152921134,1
-3.134826277138146,6.827043165684643,0
-5.317134496137598,6.405440574145952,0
-1.4242977134471186,-7.311639626781705,1
-4.741915848574254,6.171451081240862,0
-3.3398176559118222,5.4179310550545035,0
-5.592057962716709,6.434134423405232,0
-6.373539496801574,5.017582041582285,0
-3.0918857294893227,4.444225281971947,0
-2.911051697823658,-7.975938876389458,1
-3.5352845168918026,6.373913297191623,0
-3.0382171875805444,-7.507979713227321,1
-4.258910859646179,6.611611394471777,0
-2.359691621269193,-6.174912592117405,1
-2.412062097959793,-6.931015219779035,1
-1.8493768490708342,-5.3472060563901325,1
-2.8385596670453315,-6.046601876999716,1
-1.7490433154648923,-8.80715131086208,1
-3.0083636850241953,-6.899564991597204,1
-2.582057979700438,5.9620201696188335,0
-4.761734859358722,7.018623615110521,0
-3.5466727259457826,6.154522006911108,0
-5.627880226962757,6.367500231940152,0
-3.4957281906198325,7.049992343869342,0
-3.14253896264366,7.223702225554579,0
-4.897358376095713,-5.119443373611801,1
-4.6711318348441715,-6.0281183668455265,1
-4.432670250432607,-5.691193701619391,1
-4.831029863801611,7.475080941685288,0
-4.8468725598935,7.219426683676621,0
-3.2918633270548576,5.429976933877321,0
-5.221367964901052,8.233762579579492,0
-1.941674007689376,8.365799275693318,0
-4.598606085747143,4.80254139480385,0
-3.793048252644117,-6.678242897766094,1
-2.3167656031189905,-7.689925889863859,1
-2.7561854076563,-5.284012748088927,1
-4.313493778563426,-5.718784171695196,1
-4.28861270802704,6.7761867964228175,0
-3.6527103066014286,-7.004142103662213,1
-3.8498308341225105,-4.014179516946166,1
-2.6770479312185675,-5.970427291753238,1
-2.3352345666262573,-6.408853575205283,1
-4.825572337955357,-7.7282856177143815,1
-3.739596003955981,7.424434181069257,0
-1.6029118198916066,-5.9122839342222875,1
-2.5869315125854833,6.333907442648317,0
-4.098006494600433,-6.351909026637535,1
-3.5156397815304774,6.348357679060327,0
-1.9632976217950469,-6.149620783737828,1
-5.493139304479728,-4.393860898974068,1
-2.5486517146149295,-5.363760246225362,1
-5.118735217230233,5.156346908084109,0
-3.797632254425566,-6.766757445203898,1
-3.8195724557085735,-5.482123281705278,1
-4.296506924695409,-6.406878265295301,1
-2.7870715782747486,-5.547697192242264,1
-4.562207372590576,7.494154586827758,0
-2.193275759441872,-5.7853559046006735,1
-4.753651324688934,7.229046216993516,0
-4.216387060286978,5.59888201918643,0
-3.1218336963876627,8.693445983411419,0
-3.9661776529921196,6.012529306720764,0
-4.305706734827602,6.669083524897289,0
-2.9154103539073644,-5.332790720986338,1
-3.816847998636227,-5.453730177235295,1
-2.964486143492945,-4.759251285744689,1
-2.5384839605723166,-5.450131362548999,1
-3.5930130791034567,-4.8541413084038085,1
-2.1141314313413977,-4.741848495413187,1
-5.647153813963416,7.327665527924384,0
-4.206491918027369,6.405556821265642,0
-2.897643860969961,5.9265533076093755,0
-5.2155472089666235,7.394928395955082,0
-3.731271619412469,5.687804185673916,0
-1.862503937147995,-6.10741239025667,1
-3.672429987972063,5.415167567216935,0
-4.010194638503847,6.816634910292799,0
-4.1233158395309175,5.556663269495894,0
-2.4723518081249916,-6.550804863251937,1
-2.085324611305647,7.2184345316018135,0
-3.678496856472593,-5.818783481437537,1
-3.079650390978109,-5.677745462947436,1
-3.9024349447599347,4.568139764578527,0
-5.292836587636565,5.249172234585843,0
-4.656409999760693,6.918413508612867,0
-3.1653517922836185,6.984578243245125,0
-2.893988650059901,7.859298053772904,0
-3.427250814905312,-6.216703185364552,1
-2.4967483308127685,-4.85524914369303,1
-2.441430271826395,-4.973815739000438,1
-2.438172621670149,7.413842387809851,0
-3.527011138891933,-4.802343674111339,1
-4.475868353262994,-7.742017175628339,1
-3.078392746152046,5.688878770346238,0
-5.063804903828805,6.062697117012772,0
-3.4333287720678367,-8.475345360645711,1
-4.8446943956209125,6.785444898306338,0
-3.001562103452047,-5.60145490184361,1
-3.745026096052402,5.7601267547977395,0
-3.726882933165759,6.236943323974448,0
-3.698484907749837,-7.82608857054936,1
-3.972793267655593,5.780619577229427,0
-2.8726949567426967,8.03099159012241,0
-3.776242683499577,-8.278492163171283,1
-3.065957688302881,-6.559081041079326,1
-2.0103434911323457,-6.738326610831182,1
-1.3872264477992475,-6.465767146022079,1
-4.801507975796696,5.41649721839236,0
-3.2403420710954234,-6.268876431506076,1
-3.799668756041639,6.201369118150006,0
-3.967969805147434,-6.3412087484009225,1
-3.4147252751819446,6.690458723726176,0
-1.9222941164761225,-5.481480929902337,1
-4.701016828695459,-5.147284639292634,1
-3.4274625410600583,8.192491256291966,0
-3.2788973014604097,-5.228171991831643,1
-2.7064692446870646,4.414706360868185,0
-4.214465475478914,-6.892529073493398,1
-1.9349714067813577,-6.24177958310093,1
-3.361317598455548,-6.199387919170076,1
-1.49573002076289,-5.442027738836046,1
-3.89319841913731,5.812312512573793,0
-2.221970425693806,4.546541150445645,0
-3.721860048904593,-5.835625190774658,1
-3.7515457128411973,5.805871414807201,0
-2.588423874199881,-7.19515951852175,1
-3.5447719695148323,-4.996318472205485,1
-4.607895217568589,-6.234568697976603,1
-3.5704679500871124,-6.551457136068723,1
-3.4921210972016885,-7.472518575766108,1
-3.3022548872307658,7.044188897906414,0
-1.4422198966659137,-6.277315535886978,1
-3.523884204434768,-4.548137383976216,1
-3.033699334326718,-5.594475403973742,1
-2.4616373871892447,-6.7066189727375205,1
-3.776574890757705,5.421381899697205,0
-2.980788261728823,5.901510260231682,0
-3.3024997486295,-6.343857385245142,1
-2.6133363251650805,-8.883740888926626,1
-4.552590938088706,4.874072077430766,0
-3.827877402108917,-2.9989443393833586,1
-3.9861054618528162,-6.066573015181283,1
-2.724104456000354,-5.287000242863298,1
-2.635585642029426,-7.001601824786789,1
-2.087533708426635,-6.694001353418978,1
-4.3110713346482905,-5.406342270607401,1
-3.596926297605537,8.193490973414127,0
-5.053276281788822,-5.398742882268308,1
-2.5122160901467483,6.781628428658159,0
-2.189612135094361,-4.386449007748955,1
-3.6639603193792087,-5.492735764784241,1
-4.66446972189576,6.603968551313691,0
-3.878686046216379,-6.206866596299797,1
-3.4966978823283217,-8.134079582639632,1
-4.602282271403589,6.074323297897261,0
-3.017787924204838,6.3753399646957485,0
-3.073280665536605,5.965267737758,0
-4.4242245938815925,-6.383226188870392,1
-2.695855846744763,-7.343292474749327,1
-4.319075217142116,-6.616312613241928,1
-3.88607285538943,-6.264917020143515,1
-4.016607263617541,3.9736469494568585,0
-4.238124371598819,5.923511668383804,0
-4.0669672988616465,4.635574091044756,0
-4.012991098643078,6.615245537702346,0
-3.458928930768888,-6.645539165390648,1
-4.7231959599112585,-4.548022338608968,1
-3.7880346820585378,-4.922495503812425,1
-4.408905852586283,-6.720444920298332,1
-5.871991548979295,-5.623936382460443,1
-4.149136254212525,4.514724065253569,0
-5.315525099691481,-5.58271129384034,1
-5.194557958575687,7.431302483686086,0
-3.867445321683748,5.820085135549218,0
-4.2841570995229254,6.7627818951058165,0
-3.3586845700217642,8.003340473890159,0
-1.4240245475705788,-5.7724402681417954,1
-4.436491760181587,5.710265015182593,0
-3.604568919385977,7.993027108747426,0
-5.052556708691498,6.748543744160776,0
-4.770915913037321,-8.63149661126472,1
-3.861131621719101,-4.7512145660611615,1
-2.2572309015769747,-6.095504407050121,1
-3.804661628020434,6.087938862749188,0
-3.91880896829566,-6.216267629373306,1
-3.870143496775044,5.372607696784357,0
-3.7997952382734583,5.516080876104753,0
-2.7265501668666317,-6.508789525025374,1
-2.61731402853699,-6.240491027275739,1
-3.0510747403610012,-5.5977610871329695,1
-2.714431182026955,-8.676136106001076,1
-2.1868144349363723,7.941715115406762,0
-3.510545666928465,-7.17117735404581,1
-4.382392116489043,-6.567569064856443,1
-3.9976793316736514,-5.518678356200916,1
-2.9345784353501507,-5.075842598975982,1
-3.0703209300000878,-5.038236913495167,1
-3.614119764125877,-6.2867704275756715,1
-2.2015048738569565,7.450409062439764,0
-5.501662762504564,7.005139831870388,0
-2.7739662484084517,-5.957089230616447,1
-2.020675325174863,-6.583906733254078,1
-5.701893027112197,5.547313217519765,0
-2.4355477806758534,-6.612527566328517,1
-4.246242227929788,-6.987393092199921,1
-4.697934852753588,5.771969661120944,0
-1.2750969263398817,-4.901300341109977,1
-5.252480844599078,-7.129714876239277,1
-3.686383025354316,5.684717564211738,0
-3.7846232329137033,6.181312702667905,0
-3.1127800838950375,-7.86979556140031,1
-4.156416625232397,6.641291153967365,0
-2.417268033145925,-6.4607836426836425,1
-3.317573510623417,-5.887668771416316,1
-5.014156309784417,4.872678421003881,0
-1.240741508201498,-6.8827446570709645,1
-4.134377374960036,-4.30130181840601,1
-2.9322284721381555,-7.207733946091599,1
-3.16755063093467,6.816541074022163,0
-2.7183029328159396,-5.116129524589703,1
-1.693651600333078,5.024851635172471,0
-4.445978328993693,5.129913352490853,0
-2.8016061489297197,7.138316097762545,0
-1.2294594429995218,-6.639089495559573,1
-3.295660713637486,6.1222441567619175,0
-1.564095421449002,6.217048778767021,0
-3.062701435633379,6.316712846440915,0
-3.3139490524856248,-6.1385234817357475,1
-4.943927428598169,6.035115017887046,0
-2.512708936970358,-6.155564866037692,1
-3.5570723607458072,6.643809537599346,0
-2.8965962800975493,-7.041769879059942,1
-3.875138556750986,7.252517658448935,0
-2.874179372351811,-6.375447629515476,1
-3.6044878512161707,-4.181391232306728,1
-3.9173586842164707,-5.550222369181702,1
-4.109381471514165,6.494483425059852,0
-3.2252293352685246,5.096005689040775,0
-3.6475523628942126,6.2174852719245886,0
-2.729324039271457,6.943724269440867,0
-4.1603747809229255,-6.931451761131562,1
-4.0178328446545235,4.870326379132144,0
-4.362922880315996,5.738050091758444,0
-3.323527954480988,4.85379264947983,0
-4.3423491260705696,7.136871390739521,0
-3.57801912584411,6.863635710184539,0
-3.5423345760343015,-6.143908212838788,1
-2.038435416363979,5.178471074327824,0
-4.4937589397897355,5.971989172861088,0
-3.49980807578343,-6.824791154664374,1
-4.8112406720229846,4.964996880670052,0
-0.7778367063633111,8.24574876487442,0
-4.310665216614861,-6.303979853312008,1
-5.09710254635551,6.401945472161602,0
-3.5321179069217292,-4.0463207679666775,1
-3.78038007674772,6.659554464285372,0
-4.017915454065558,-5.298459082226468,1
-3.7002495158585647,-5.994731676302336,1
-3.4088266037690467,3.9851642045810975,0
-3.6753083076555337,6.205420405806675,0
-3.9427813993133425,6.30577716247017,0
-2.8862080430884807,5.297840312902916,0
-3.8933724437830994,7.239497163543246,0
-4.630148465027279,-6.223872626237113,1
-1.9325900348157254,7.31693131156147,0
-3.1891669038450043,-6.770459800397171,1
-4.152280213611618,4.752806857741041,0
-3.4719631158224455,-5.76273155991826,1
-4.88959744566356,-5.894649282390672,1
-3.5150123771968835,6.169220335652783,0
-3.8878045840361333,-6.360390731587512,1
-3.049258339760481,-4.5420233853607055,1
-3.3954232271897893,7.268707333914282,0
-4.6037983902318125,-5.707217741461226,1
-2.688196597546734,-5.911964543357909,1
-2.443705717725142,-5.976164218199073,1
-1.9845480414015817,-5.669342938769428,1
